name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"11.0511, 106.7568",2022-06-07T18:00:00,32,37.9,24,62.71,1,100,rain,0,0,4.7,7.6,280,1006,50,10,80,0.3,1,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-07T19:00:00,30.6,35.1,23.1,64.4,0,0,,0,0,5.4,12.3,119,1007.2,54.8,20,1,0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-07T20:00:00,29,32,22,65.98,0,0,,0,0,1.1,7.6,170,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-07T21:00:00,30,35.1,24,70.29,0.2,100,rain,0,0,4.3,14.8,200,1008,50,10,0,,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-07T22:00:00,28,31.5,23.4,76.36,0,0,,0,0,6.1,10.9,260,1009.1,54.8,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-07T23:00:00,28,31.9,24,78.92,2.9,100,rain,0,0,6.1,7.6,260,1009,50,10,0,,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T00:00:00,28,31.9,24,78.92,0,0,,0,0,7.6,9.4,270,1009,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T01:00:00,27.9,31.8,24.2,80.45,0,0,,0,0,6.8,6.7,260,1008.2,54.8,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T02:00:00,27,30.1,24,83.68,0,0,,0,0,5.8,9.4,270,1007,27.4,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T03:00:00,27,30.1,24,83.68,0,0,,0,0,2.5,5.4,267.1,1007,27.4,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T04:00:00,26.9,30,24.2,85.47,0,0,,0,0,2.9,2.6,310,1007.2,32.7,11.6,0,,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T05:00:00,27,30.1,24,83.68,0,0,,0,0,3.6,5.4,39.2,1008,27.4,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T06:00:00,27,30.6,25,88.84,0,0,,0,0,3.2,5.4,56.5,1008,27.4,10,10,0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T07:00:00,27.9,32.4,24.9,83.94,0,0,,0,0,7.9,1.3,280,1009,35.9,11.6,126,0.5,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T08:00:00,29,34.5,25,79.06,0,0,,0,0,9.7,5.4,42,1009,27.4,10,315,1.1,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T09:00:00,31,39.1,26,74.79,0,0,,0,0,11.9,9.4,320,1010,27.4,10,563,2,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T10:00:00,32,39.1,24.9,66.14,0,0,,0,0,12.6,12.6,339,1009,27.8,11.6,689,2.5,7,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T11:00:00,33,40.6,25,62.93,0,0,,0,0,13,7.6,344.4,1008,27.4,10,831,3,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T12:00:00,34,39.4,23,52.77,0,0,,0,0,14.4,11.2,350,1007,27.4,10,953,3.4,10,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T13:00:00,34.9,40.6,23,50.09,0,0,,0,0,14.8,7.7,349,1006.9,50,11.6,948,3.4,9,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T14:00:00,35,40.6,23,49.91,0,0,,0,0,14.4,9.4,290,1006,50,10,873,3.1,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T15:00:00,35,39.5,22,46.97,0,0,,0,0,27.7,7.6,324.2,1005,50,10,736,2.6,7,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T16:00:00,34.2,39,22.4,50.26,0,0,,0,0,12.2,9.9,259,1005,54.8,9,547,2,5,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T17:00:00,34,38.3,22,49.66,0,0,,0,0,10.4,5.4,291.4,1005,50,10,324,1.2,3,75,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T18:00:00,33,38.1,23,55.81,0,0,,0,0,13.7,13,290,1006,27.4,10,91,0.3,1,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T19:00:00,31.4,36.7,23.7,63.69,14,100,rain,0,0,17.6,7.7,284,1006.2,56.5,11.6,1,0,0,30,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T20:00:00,31,34.6,22,58.81,0,0,,0,0,18,5.4,313,1007,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T21:00:00,31,35.5,23,62.5,0,0,,0,0,10.1,5.4,290,1007,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T22:00:00,29.7,35.2,24.5,73.65,0,0,,0,0,7.6,6.9,272,1008.1,43.5,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-08T23:00:00,30,36.2,25,74.63,0,0,,0,0,9,7.6,290,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T00:00:00,30,37.4,26,79.2,0,0,,0,0,10.4,11.2,300,1007,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T01:00:00,28.7,34.3,25.4,82.71,0,0,,0,0,9,7.5,286,1007.7,47.2,12.8,0,,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999"
"11.0511, 106.7568",2022-06-09T02:00:00,28,32.7,25,83.79,0,0,,0,0,6.8,7.6,300,1007,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T03:00:00,28,32.7,25,83.79,0,0,,0,0,4.7,5.4,300,1007,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T04:00:00,26.9,30.4,25.1,89.69,0,0,,0,0,2.5,2.3,230,1007.1,43.5,11.6,0,,0,3,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T05:00:00,27,30.1,24,83.68,0,0,,0,0,5,5.4,260,1007,50,10,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T06:00:00,27,30.6,25,88.84,0,0,,0,0,6.5,1.8,310,1008,27.4,10,10,0,0,3,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T07:00:00,28.7,34.4,25.3,81.73,0,0,,0,0,7.6,2.3,320,1008.1,32.7,11.6,162,0.6,2,3,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T08:00:00,30,37.4,26,79.2,0,0,,0,0,7.9,5.4,32.1,1009,27.4,10,388,1.4,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T09:00:00,32,40.6,26,70.66,0,0,,0,0,7.6,1.8,28.9,1009,27.4,10,600,2.2,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T10:00:00,33.7,41.5,24.9,60.35,0,0,,0,0,9.4,3.6,90,1008,35.9,11.6,780,2.8,8,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T11:00:00,35,40.6,23,49.91,0,0,,0,0,9.4,7.6,346,1007,27.4,10,895,3.2,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T12:00:00,36,40.8,22,44.45,0,0,,0,0,8.6,9.4,310,1006,27.4,10,956,3.4,10,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T13:00:00,35.8,41.9,23.2,48.43,0,0,,0,0,7.9,8.7,346,1006,54.8,11.6,949,3.4,9,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T14:00:00,35,39.5,22,46.97,0,0,,0,0,7.9,11.2,300,1005,89,10,875,3.2,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T15:00:00,36,40.8,22,44.45,0,0,,0,0,8.6,11.2,290,1004,50,10,736,2.6,7,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T16:00:00,35.3,40.2,22.2,46.83,0,0,,0,0,10.4,12,273,1004.1,54.8,11.6,548,2,5,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T17:00:00,34,36.5,20,43.91,0,0,,0,0,17.3,7.6,310,1005,50,10,329,1.2,3,75,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T18:00:00,33,37,22,52.52,0,0,,0,0,6.8,9.4,266.5,1005,89,10,108,0.4,1,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T19:00:00,32.6,39.2,24.3,61.83,0,0,,0,0,3.2,6.3,200,1006.1,54.8,11.6,1,0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T20:00:00,32,37.9,24,62.71,0,0,,0,0,7.9,7.6,250,1007,89,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T21:00:00,31,36.5,24,66.38,0.2,100,rain,0,0,21.6,14.8,60,1007,50,10,0,,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T22:00:00,24.6,24.6,22.5,87.78,0,0,rain,0,0,46.4,15.6,360,1008.3,58.1,5.7,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-09T23:00:00,26,26,24,88.76,6.4,100,rain,0,0,27.7,7.6,102.4,1009,50,8,0,,0,10,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T00:00:00,26,26,24,88.76,0,0,rain,0,0,28.4,11.2,180,1008,50,8,0,,0,3,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T01:00:00,25.6,25.6,23.8,89.77,64,100,rain,0,0,17.6,7.8,230,1008,90.8,8.3,0,,0,10,"Rain, Overcast",rain,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T02:00:00,26,26,24,88.76,0,0,,0,0,22.3,5.4,172.8,1008,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T03:00:00,26,26,25,94.23,0,0,,0,0,27.7,9.4,60,1008,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T04:00:00,25.7,25.7,24.7,94.4,0,0,,0,0,23.4,5.4,100,1008,90.8,7.5,0,,0,10,Overcast,cloudy,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T05:00:00,26,26,25,94.23,0,0,,0,0,11.9,9.4,90,1008,89,8,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T06:00:00,26,26,25,94.23,0,0,,0,0,10.1,1.8,70,1008,89,6,5,0,0,10,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T07:00:00,25.9,25.9,25,94.86,0,0,,0,0,12.2,7.5,83,1009.1,90.8,4.8,73,0.3,1,10,Overcast,cloudy,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T08:00:00,27,31.2,26,94.27,0,0,,0,0,8.3,3.6,102.5,1009,50,7,286,1,3,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T09:00:00,28,34.5,27,94.32,0,0,,0,0,6.8,1.8,132.3,1009,50,8,564,2,6,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T10:00:00,30,40,27.7,87.57,0,0,,0,0,7.6,6.9,295,1009,54.8,11.6,747,2.7,7,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T11:00:00,31,40.6,27,79.33,0,0,,0,0,6.8,3.6,204.7,1008,89,10,897,3.2,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T12:00:00,33,43.8,27,70.84,0,0,,0,0,6.5,3.6,239.4,1008,89,10,914,3.3,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T13:00:00,33.9,41.8,25,59.99,0,0,,0,0,7.6,10,273,1007,54.8,11.6,886,3.2,9,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T14:00:00,34,39.4,23,52.77,0,0,,0,0,7.6,13,310,1005,50,10,852,3.1,9,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T15:00:00,34,39.4,23,52.77,0,0,,0,0,9.4,9.4,300,1005,50,10,713,2.6,7,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T16:00:00,34,39.5,23.1,52.87,0,0,,0,0,11.9,10,280,1005,35.9,11.6,492,1.8,5,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T17:00:00,34,38.3,22,49.66,0,0,,0,0,9,11.2,290,1005,50,10,301,1.1,3,75,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T18:00:00,32,35.8,22,55.56,0,0,,0,0,7.2,7.6,290,1006,50,10,73,0.3,1,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T19:00:00,30.7,35.2,23.2,64.47,0,0,rain,0,0,4.7,10.5,259,1007.2,54.8,11.6,1,0,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T20:00:00,29,32.7,23,70.11,0,0,,0,0,10.4,9.4,260,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T21:00:00,29,32.7,23,70.11,0,0,,0,0,14.4,9.4,250,1009,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T22:00:00,28.8,33.5,24.2,76.26,0,0,,0,0,17.6,6.3,290,1009.9,54.8,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-10T23:00:00,29,33.6,24,74.47,0,0,,0,0,15.5,1.8,203.5,1009,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T00:00:00,28,31.9,24,78.92,0.2,100,rain,0,0,12.6,5.4,184.4,1009,50,10,0,,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T01:00:00,27,30.2,24.2,84.49,0,0,,0,0,10.4,0,188.2,1008.1,54.8,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T02:00:00,27,30.1,24,83.68,0,0,,0,0,7.9,1.8,169.5,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T03:00:00,27,30.6,25,88.84,0,0,,0,0,5.4,3.6,30,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T04:00:00,26.8,29.9,24.2,85.3,0,0,,0,0,8.6,0,187.8,1008.1,51.6,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T05:00:00,27,30.1,24,83.68,0,0,,0,0,5.4,3.6,40,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T06:00:00,27,30.6,25,88.84,0,0,,0,0,4.7,5.4,30,1008,89,8,9,0,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T07:00:00,26.9,30.5,25.1,89.69,0,0,,0,0,2.2,1.3,165.5,1009,37.5,9.9,131,0.5,1,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T08:00:00,29,35.6,26,83.9,0,0,,0,0,1.8,0,0,1009,27.4,8,368,1.3,4,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T09:00:00,31,40.6,27,79.33,0,0,,0,0,1.8,3.6,10.7,1009,27.4,8,500,1.8,5,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T10:00:00,31.8,40.1,25.8,70.49,0,0,,0,0,1.8,1.5,200.1,1008.7,37.5,9.9,656,2.4,7,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T11:00:00,33,40.6,25,62.93,0,0,,0,0,2.5,9.4,320,1008,27.4,8,792,2.9,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T12:00:00,33,39.3,24,59.27,0,0,,0,0,5,7.6,300,1007,50,10,907,3.3,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T13:00:00,33.9,40.6,24.1,56.41,0,0,,0,0,5.8,10,287,1006.7,54.8,11.6,922,3.3,9,75,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T14:00:00,34,39.4,23,52.77,0,0,,0,0,4.7,7.6,310,1006,89,10,810,2.9,8,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T15:00:00,35,41.9,24,53.01,0,0,,0,0,5.8,11.2,310,1005,50,10,711,2.6,7,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T16:00:00,34.9,40.5,23,50.37,0,0,,0,0,5,12.6,284,1004.8,54.8,11.6,498,1.8,5,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T17:00:00,33,37,22,52.52,0,0,,0,0,5,11.2,280,1005,50,10,267,1,3,75,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T18:00:00,33,37,22,52.52,0.1,100,rain,0,0,3.6,5.4,280,1006,50,10,84,0.3,1,75,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T19:00:00,30.1,35.4,24.1,70.11,0,0,,0,0,2.9,5.4,140,1006,54.8,11.6,2,0,0,60,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T20:00:00,31,37.7,25,70.48,0,0,,0,0,2.5,14.8,190,1008,50,10,0,,0,60,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T21:00:00,31,39.1,26,74.79,1.6,100,rain,0,0,7.6,13,180,1009,50,10,0,,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T22:00:00,29.9,36.9,25.8,78.8,0,0,,0,0,9.7,6.3,50,1009.7,54.8,11.6,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-11T23:00:00,29,33.6,24,74.47,0.6,100,rain,0,0,11.2,11.2,20,1010,89,8,0,,0,30,"Rain, Partially cloudy",rain,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T00:00:00,28,31.9,24,78.92,0,0,,0,0,10.8,11.2,80,1009,89,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T01:00:00,26.2,26.2,23.2,83.43,0,0,,0,0,8.3,7.8,290,1008.7,89.1,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T02:00:00,27,29.6,23,78.78,0,0,,0,0,8.3,7.6,171.3,1009,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T03:00:00,26,26,24,88.76,0,0,,0,0,5.4,1.8,174.5,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T04:00:00,26.1,26.1,24.1,88.76,0,0,,0,0,4,7.8,100,1007.7,58.1,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T05:00:00,26,26,24,88.76,0,0,,0,0,6.1,3.6,152,1008,50,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T06:00:00,26,26,24,88.76,0,0,,0,0,7.2,5.4,129,1008,50,8,10,0,0,30,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T07:00:00,27,30.5,25,88.84,0,0,,0,0,7.2,7.5,58,1007.9,35.9,9.9,157,0.6,2,30,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T08:00:00,29,35.6,26,83.9,0,0,,0,0,7.6,5.4,109.9,1009,27.4,8,376,1.4,4,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T09:00:00,30,37.4,26,79.2,0,0,,0,0,9.7,7.6,100,1010,27.4,10,590,2.1,6,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T10:00:00,31.9,40.2,25.8,70.43,0,0,rain,0,0,7.9,2.1,20,1009.2,24.6,11.6,758,2.7,8,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T11:00:00,33,40.6,25,62.93,0,0,,0,0,9,3.6,151.1,1009,50,10,872,3.1,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T12:00:00,34,40.6,24,56.04,0,0,,0,0,7.9,5.4,175,1008,50,10,942,3.4,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T13:00:00,30.5,33,20.7,55.93,0,0,,0,0,42.5,19.9,232,1007.8,50,11.6,936,3.4,9,60,Partially cloudy,partly-cloudy-day,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T14:00:00,26,26,22,78.64,0,0,,0,0,5.4,7.6,330,1007,50,6,859,3.1,9,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T15:00:00,27,29.6,23,78.78,0,0,,0,0,6.8,16.6,220,1006,50,10,672,2.4,7,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T16:00:00,26.8,29.3,23.3,81.17,0,0,,0,0,11.9,13,147,1007,90.8,7.4,454,1.6,5,75,Overcast,cloudy,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T17:00:00,27,30.1,24,83.68,0,0,rain,0,0,21.6,3.6,209.2,1008,89,8,275,1,3,75,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T18:00:00,26,26,23,83.57,0,0,,0,0,11.2,11.2,60,1009,89,7,95,0.3,1,60,Partially cloudy,partly-cloudy-day,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T19:00:00,25.1,25.1,24.1,94.47,13,100,rain,0,0,16.2,3.9,10,1009.9,89.1,8.3,2,0,0,60,"Rain, Partially cloudy",rain,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T20:00:00,25,25,24,94.19,0,0,,0,0,14.4,1.8,168.4,1010,89,10,0,,0,60,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T21:00:00,25,25,24,94.19,0,0,,0,0,9,3.6,144.6,1010,89,10,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T22:00:00,25.1,25.1,24.1,94.47,0,0,rain,0,0,5.4,2.1,50,1010.1,76.2,8.3,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-12T23:00:00,25,25,24,94.19,0,0,,0,0,4,3.6,52,1010,89,8,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-13T00:00:00,25,25,24,94.19,0,0,,0,0,5.4,1.8,40,1009,89,8,0,,0,30,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-13T01:00:00,25.8,25.8,24.9,94.77,0,0,,0,0,6.1,3.6,90,1009,43.5,6.5,0,,0,30,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
"11.0511, 106.7568",2022-06-13T02:00:00,25,25,24,94.19,0,0,,0,0,5.8,5.4,50,1009,50,7,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-13T03:00:00,25,25,24,94.19,0,0,,0,0,4.7,5.4,60,1009,50,7,0,,0,10,Partially cloudy,partly-cloudy-night,"48900099999,VVTS"
"11.0511, 106.7568",2022-06-13T04:00:00,25,25,24.1,94.83,0,0,,0,0,5.4,6.9,63,1008.2,43.5,5.7,0,,0,10,Partially cloudy,partly-cloudy-night,"48894099999,48900099999,VVTS"
