name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"11.0511, 106.7568",2022-07-17T00:00:00,28,33.4,26,88.91,0.6,100,rain,0,0,16.2,7.6,260,1010,50,10,0,,0,10,"Rain, Partially cloudy",rain,VVTS
"11.0511, 106.7568",2022-07-17T01:00:00,27,31,26,94.27,0.4,100,rain,0,0,17.3,3.6,320,1009,50,10,0,,0,10,"Rain, Partially cloudy",rain,VVTS
"11.0511, 106.7568",2022-07-17T02:00:00,27,31,26,94.27,0,0,,0,0,22,5.4,10,1009,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,VVTS
"11.0511, 106.7568",2022-07-17T03:00:00,27,30.5,25,88.83,0.3,100,rain,0,0,26.6,9.4,30,1008,50,10,0,,0,10,"Rain, Partially cloudy",rain,VVTS
"11.0511, 106.7568",2022-07-17T04:00:00,26,26,25,94.23,0,0,,0,0,27,7.6,40,1008,50,10,0,,0,10,Partially cloudy,partly-cloudy-night,VVTS
"11.0511, 106.7568",2022-07-17T05:00:00,26,26,25,94.23,0,0,,0,0,26.3,3.6,80,1008,50,8,0,,0,10,Partially cloudy,partly-cloudy-night,VVTS
"11.0511, 106.7568",2022-07-17T06:00:00,26,26,25,94.23,0,0,,0,0,24.1,5.4,20.8,1009,50,8,10,0,0,3,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T07:00:00,28,32.6,25,83.78,0,0,,0,0,13,10.1,58.1,1009,25,10,152,0.5,2,3,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T08:00:00,30,36.1,25,74.62,0,0,,0,0,8.6,1.8,96.6,1009,50,10,339,1.2,3,10,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T09:00:00,30,36.1,25,74.62,0,0,,0,0,7.6,3.6,130.5,1010,88,8,582,2.1,6,30,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T10:00:00,31,37.6,25,70.47,0,0,,0,0,7.6,7.6,180.3,1010,88,10,778,2.8,8,30,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T11:00:00,32,36.7,23,59.03,0,0,,0,0,9,11.2,260,1009,88,10,911,3.3,9,30,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T12:00:00,31,36.4,24,66.37,0,0,,0,0,9,9.4,270,1009,88,10,956,3.4,10,30,Partially cloudy,partly-cloudy-day,VVTS
"11.0511, 106.7568",2022-07-17T13:00:00,31,36.4,24,66.37,0.1,100,rain,0,0,8.3,7.9,238.8,1008,50,10,675,2.4,7,30,"Rain, Partially cloudy",rain,VVTS
"11.0511, 106.7568",2022-07-17T14:00:00,32.7,36.7,22.2,54.05,0.4,100,rain,0,0,5.4,4,286.8,1006,100,24.1,237,0.9,2,30,"Rain, Overcast",rain,remote
"11.0511, 106.7568",2022-07-17T15:00:00,31.6,36.6,23.4,61.87,0.3,57.1,rain,0,0,10.8,9.7,357.5,1006,100,15,138,0.5,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T16:00:00,29.5,34.1,23.9,71.9,0.9,57.1,rain,0,0,17.3,12.6,17.4,1006,100,24.1,84,0.3,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T17:00:00,29.2,34.1,24.3,74.94,0.2,57.1,rain,0,0,16.6,10.4,51.5,1006,100,24.1,65,0.2,1,60,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T18:00:00,28.4,32.6,24.2,78.03,0.5,57.1,rain,0,0,18.4,10.1,75.4,1007,100,7.5,45,0.2,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T19:00:00,27.8,31.3,23.7,78.41,1.1,57.1,rain,0,0,15.5,9.4,119.7,1008,100,24.1,0,,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T20:00:00,27,29.9,23.9,83.17,1.1,76.2,rain,0,0,19.1,11.5,153.1,1009,100,5,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T21:00:00,25.9,25.9,24,89.28,2.9,76.2,rain,0,0,26.3,15.8,178.9,1010,99.5,4,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T22:00:00,25,25,24.1,94.76,5.8,76.2,rain,0,0,29.5,18.7,184.4,1011,100,9.6,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-17T23:00:00,24.8,24.8,23.8,94.18,3.6,76.2,rain,0,0,29.2,18,192.3,1011,100,16.2,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T00:00:00,24.7,24.7,23.8,94.74,1.5,76.2,rain,0,0,26.3,16.2,193.8,1010,100,20.4,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T01:00:00,24.8,24.8,23.5,92.49,0.2,76.2,rain,0,0,29.2,14.4,197.8,1009,100,24.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T02:00:00,25,25,23.7,92.5,0.2,42.9,rain,0,0,25.9,12.2,197.7,1009,98.9,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T03:00:00,25.1,25.1,23.9,93.07,0,42.9,,0,0,24.1,10.8,191.6,1009,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T04:00:00,25.2,25.2,24,93.07,0,42.9,,0,0,20.9,9,189.3,1009,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T05:00:00,25.2,25.2,23.9,92.52,0,42.9,,0,0,16.2,7.2,163.9,1009,91.8,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T06:00:00,25.6,25.6,24,90.89,0,42.9,,0,0,15.8,6.8,135.2,1010,97.5,24.1,3,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T07:00:00,25.9,25.9,24,89.28,0,42.9,,0,0,17.3,7.9,120.8,1010,100,24.1,28,0.1,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-18T08:00:00,27,29.9,23.8,82.67,0,66.7,rain,0,0,17.3,10.4,128,1011,100,24.1,138,0.5,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T09:00:00,29.3,33.6,23.6,71.44,0,66.7,rain,0,0,15.5,12.2,143.7,1011,100,24.1,543,2,5,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T10:00:00,30.6,35.3,23.5,65.89,0,66.7,rain,0,0,14.4,12.6,158.1,1011,100,24.1,737,2.7,7,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T11:00:00,31.8,36.7,23.3,60.8,0.1,66.7,rain,0,0,13.7,12.2,174.1,1010,100,24.1,813,2.9,8,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T12:00:00,32.3,37,22.9,57.69,0.4,66.7,rain,0,0,14.8,14,198.5,1009,100,15.8,790,2.8,8,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T13:00:00,31.8,36.1,22.7,58.63,0.4,66.7,rain,0,0,15.1,14.8,212.2,1008,100,24.1,482,1.7,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T14:00:00,31.8,35.9,22.5,57.92,0.1,90.5,rain,0,0,14.8,13.7,218.4,1008,100,24.1,453,1.6,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T15:00:00,32.2,36.3,22.4,56.28,0.1,90.5,rain,0,0,13.7,12.2,206.1,1007,100,24.1,510,1.8,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T16:00:00,30.9,35.3,23.1,63.23,0.7,90.5,rain,0,0,16.6,16.6,184.7,1007,100,4.8,358,1.3,4,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T17:00:00,28.4,32.4,23.9,76.63,2.2,90.5,rain,0,0,23.4,15.8,173.7,1008,100,5.8,183,0.7,2,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T18:00:00,27.2,30.2,23.7,81.22,2,90.5,rain,0,0,25.6,13.7,176.5,1009,100,5.5,50,0.2,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T19:00:00,26.8,29.5,23.9,84.15,1.6,90.5,rain,0,0,27,14,182.1,1010,100,22.8,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T20:00:00,26.5,26.5,23.9,85.65,1.7,71.4,rain,0,0,25.6,13.3,188.5,1010,100,4.8,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T21:00:00,26.1,26.1,23.8,87.18,1.6,71.4,rain,0,0,24.1,13,196.8,1011,100,24.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T22:00:00,25.7,25.7,24.1,90.89,0.5,71.4,rain,0,0,18.7,8.6,195.1,1012,100,24.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-18T23:00:00,25.8,25.8,24,89.81,0.7,71.4,rain,0,0,12.2,5.8,191.9,1011,100,7.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T00:00:00,25.9,25.9,23.6,87.16,1.5,71.4,rain,0,0,9,5.8,176.7,1011,100,6.6,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T01:00:00,25.9,25.9,23.5,86.63,1.3,71.4,rain,0,0,6.8,5.8,154.6,1010,100,17.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T02:00:00,25.7,25.7,23.5,87.67,0.1,33.3,rain,0,0,8.6,7.2,122.5,1010,97,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T03:00:00,25.2,25.2,23.7,91.41,0,33.3,,0,0,11.5,8.3,102.9,1010,96.2,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T04:00:00,24.6,24.6,23.6,94.17,0,33.3,,0,0,13,8.3,97,1010,98.7,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T05:00:00,24.4,24.4,23.6,95.31,0,33.3,,0,0,11.5,6.8,99.6,1010,84.1,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-19T06:00:00,24.6,24.6,23.6,94.17,0,33.3,,0,0,9.7,6.1,96.3,1011,84.1,24.1,9,0,0,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-19T07:00:00,25.8,25.8,23.6,87.68,0,33.3,,0,0,8.6,6.8,110.4,1011,88.5,24.1,126,0.5,1,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-19T08:00:00,27.2,30.2,23.6,80.73,0,38.1,,0,0,5.8,6.5,120.5,1012,99.5,24.1,333,1.2,3,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T09:00:00,28.8,32.7,23.4,72.65,0,38.1,,0,0,5,3.2,166.5,1012,99.6,24.1,536,1.9,5,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T10:00:00,29.9,33.9,23,66.55,0,38.1,,0,0,8.3,6.5,233.4,1012,96.4,24.1,705,2.5,7,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T11:00:00,30.8,35,22.9,62.82,0.1,38.1,rain,0,0,10.4,8.3,238.3,1010,67.2,24.1,797,2.9,8,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-19T12:00:00,31.7,36.1,22.8,59.32,0.2,38.1,rain,0,0,10.4,8.3,240.4,1009,100,23.5,902,3.2,9,30,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T13:00:00,32,36.7,23,59.03,0.5,38.1,rain,0,0,11.2,10.1,265.2,1008,100,13.7,704,2.5,7,30,Overcast,cloudy,
"11.0511, 106.7568",2022-07-19T14:00:00,31.6,36.4,23.2,61.12,0.6,61.9,rain,0,0,12.2,11.9,274,1007,100,24.1,587,2.1,6,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T15:00:00,31.9,36.8,23.2,60.09,0.1,61.9,rain,0,0,11.9,9.4,276.3,1007,100,24.1,574,2.1,6,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T16:00:00,32,36.7,23,59.03,0,61.9,rain,0,0,13,8.6,285.4,1006,99.9,24.1,442,1.6,4,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T17:00:00,31.4,36.9,23.9,64.49,0.2,61.9,rain,0,0,9.7,6.8,325.9,1007,100,24.1,225,0.8,2,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T18:00:00,28.7,32.7,23.7,74.41,1.4,61.9,rain,0,0,11.5,9.4,344.3,1008,100,13.3,57,0.2,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T19:00:00,27.8,31.3,23.7,78.41,2.1,61.9,rain,0,0,13,9.7,345,1008,100,15.8,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T20:00:00,27.6,31.1,24,80.78,0.6,85.7,rain,0,0,9.4,8.3,19.8,1009,100,24.1,0,,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T21:00:00,27.4,30.8,24.1,82.22,0.3,85.7,rain,0,0,10.8,8.3,32.6,1010,100,22.8,0,,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T22:00:00,26.9,29.8,24.1,84.67,0.4,85.7,rain,0,0,9.4,7.9,27.4,1010,100,24.1,0,,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-19T23:00:00,26.4,26.4,24.1,87.2,0.4,85.7,rain,0,0,9.4,7.6,30.9,1010,99.9,4.4,0,,0,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T00:00:00,26.5,26.5,23.5,83.62,3,85.7,rain,0,0,6.8,6.8,341.4,1010,100,13.9,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T01:00:00,26.8,29.4,23.7,83.15,0.6,85.7,rain,0,0,6.1,5.8,334.3,1009,99.8,24.1,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T02:00:00,26.5,26.5,23.7,84.63,0,42.9,,0,0,4.7,4.7,344.6,1008,98.5,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T03:00:00,26.3,26.3,23.8,86.15,0,42.9,,0,0,4.3,4.3,7.7,1008,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T04:00:00,26.1,26.1,23.8,87.18,0,42.9,,0,0,3.2,3.6,73.2,1008,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T05:00:00,26,26,23.8,87.69,0,42.9,,0,0,5.4,5,108.9,1009,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T06:00:00,25.9,25.9,24,89.28,0,42.9,,0,0,6.1,5.4,117.5,1009,100,24.1,2,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T07:00:00,26.3,26.3,24.2,88.25,0,42.9,,0,0,6.1,5,111,1010,99.3,24.1,43,0.2,0,30,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T08:00:00,27,30.1,24.2,84.68,0,47.6,rain,0,0,4,2.9,108.1,1010,95.8,24.1,146,0.5,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T09:00:00,27.2,30.5,24.2,83.69,0,47.6,rain,0,0,3.6,1.4,38.7,1011,100,24.1,98,0.4,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T10:00:00,27.2,30.4,24.1,83.19,0,47.6,rain,0,0,4.7,2.5,302.2,1010,100,24.1,108,0.4,1,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T11:00:00,27.9,31.3,23.5,77.02,0,47.6,rain,0,0,13.7,7.9,261.8,1010,100,24.1,189,0.7,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T12:00:00,29,32.5,22.8,69.26,0,47.6,rain,0,0,16.6,8.6,255.2,1009,99.2,24.1,228,0.8,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T13:00:00,29.9,33.6,22.7,65.35,0,47.6,rain,0,0,16.9,8.6,268.2,1008,100,24.1,252,0.9,3,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-20T14:00:00,29.5,33.4,23.1,68.52,0,28.6,,0,0,16.6,9.7,305.2,1007,100,24.1,211,0.8,2,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T15:00:00,28.5,32,23.2,73.04,0,28.6,,0,0,16.9,9.4,331.6,1006,100,24.1,172,0.6,2,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T16:00:00,28.6,32.1,23.1,72.18,0,28.6,,0,0,15.5,5.8,329.9,1006,99.7,24.1,137,0.5,1,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T17:00:00,29.5,33.6,23.3,69.35,0,28.6,,0,0,9.7,4,323.8,1006,91.5,24.1,151,0.5,2,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T18:00:00,28.6,31.9,22.8,70.88,0,28.6,,0,0,4,3.6,283.7,1006,100,24.1,66,0.2,1,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T19:00:00,28.2,31,22.3,70.38,0.1,28.6,rain,0,0,9,7.9,248.8,1007,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T20:00:00,27.4,30,22.7,75.56,0,33.3,,0,0,14.4,7.6,248.3,1008,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T21:00:00,26.9,29.3,22.9,78.76,0,33.3,,0,0,19.8,9.4,243.2,1008,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T22:00:00,26.7,26.7,22.8,79.21,0,33.3,,0,0,28.1,7.2,263.9,1009,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-20T23:00:00,26.3,26.3,22.7,80.61,0.2,33.3,rain,0,0,25.6,8.3,286.2,1009,99.9,23.5,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-21T00:00:00,25.6,25.6,23,85.57,0.8,33.3,rain,0,0,15.8,7.6,289.1,1008,95,13.9,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-21T01:00:00,24.9,24.9,23.1,89.75,1.7,33.3,rain,0,0,7.9,6.1,317.6,1008,99,15.1,0,,0,10,Overcast,cloudy,
